"Marital.status2","Marital.statusOthers","Application.mode12","Application.mode14","Application.mode8","Application.modeOthers","Application.order","Course2","Course3","Course4","Course5","Course6","Course7","Course8","Course9","Course10","Course11","Course12","Course13","Course14","Course15","Course16","Course17","Daytime.evening.attendance1","Previous.qualification12","Previous.qualification14","Previous.qualificationOthers","Nacionality14","Nacionality9","NacionalityOthers","Mother.s.qualification13","Mother.s.qualification22","Mother.s.qualification23","Mother.s.qualification3","Mother.s.qualificationOthers","Father.s.qualification14","Father.s.qualification24","Father.s.qualification27","Father.s.qualification28","Father.s.qualification3","Father.s.qualificationOthers","Mother.s.occupation3","Mother.s.occupation4","Mother.s.occupation5","Mother.s.occupation6","Mother.s.occupation8","Mother.s.occupationOthers","Father.s.occupation11","Father.s.occupation4","Father.s.occupation5","Father.s.occupation6","Father.s.occupation7","Father.s.occupation8","Father.s.occupation9","Father.s.occupationOthers","Displaced1","Educational.special.needs1","Debtor1","Tuition.fees.up.to.date1","Gender1","Scholarship.holder1","Age.at.enrollment","International1","Curricular.units.1st.sem..credited.","Curricular.units.1st.sem..enrolled.","Curricular.units.1st.sem..evaluations.","Curricular.units.1st.sem..approved.","Curricular.units.1st.sem..grade.","Curricular.units.1st.sem..without.evaluations.","Curricular.units.2nd.sem..credited.","Curricular.units.2nd.sem..enrolled.","Curricular.units.2nd.sem..evaluations.","Curricular.units.2nd.sem..approved.","Curricular.units.2nd.sem..grade.","Curricular.units.2nd.sem..without.evaluations.","Unemployment.rate","Inflation.rate","GDP","TargetGraduate"
0,0,0,0,0,1,0.666666666666667,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,1,0,0,0.0188679245283019,0,0,0.307692307692308,0.177777777777778,0.307692307692308,0.694569536423841,0,0,0.347826086956522,0.242424242424242,0.4,0.705923076923077,0,0.209302325581395,0,0.124174372523118,1
0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0.0566037735849057,0,0,0.192307692307692,0.177777777777778,0.153846153846154,0.635761589403974,0,0,0.217391304347826,0.242424242424242,0.25,0.603076923076923,0,0.406976744186047,0.311111111111111,0.803170409511229,1
0,0,0,1,0,0,0.166666666666667,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0.566037735849057,0,0,0.192307692307692,0.111111111111111,0,0,0,0,0.217391304347826,0.151515151515152,0,0,0,0.593023255813953,1,0.311756935270806,0
1,0,1,0,0,0,0.166666666666667,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0.509433962264151,0,0.1,0.307692307692308,0.244444444444444,0.307692307692308,0.629139072847682,0,0,0.260869565217391,0.212121212121212,0.3,0.664102564102564,0,0.593023255813953,1,0.311756935270806,1
1,0,0,0,0,0,0.166666666666667,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,1,0,0,0.320754716981132,0,0,0.192307692307692,0.155555555555556,0.0769230769230769,0.529801324503311,0,0,0.217391304347826,0.181818181818182,0.2,0.646153846153846,0,0,0.755555555555556,0.578599735799207,0
0,0,0,0,0,0,0.166666666666667,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0.0754716981132075,0,0,0.192307692307692,0.155555555555556,0.192307692307692,0.64635761589404,0,0,0.217391304347826,0.212121212121212,0.25,0.635384615384615,0,0.406976744186047,0.311111111111111,0.803170409511229,1
0,0,0,0,0,1,0.166666666666667,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,1,0.0566037735849057,0,0.05,0.0769230769230769,0.0444444444444444,0.0769230769230769,0.635761589403974,0,0.0526315789473684,0.260869565217391,0.333333333333333,0.3,0.691025641025641,0,0.732558139534884,0.111111111111111,0.640686922060766,1
0,0,0,0,0,0,0.166666666666667,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,1,0,0,0.0188679245283019,0,0,0,0,0,0,0,0,0,0,0,0,0,0.209302325581395,0,0.124174372523118,1
0,0,0,0,0,1,0.166666666666667,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0.283018867924528,0,0,0.192307692307692,0.266666666666667,0.153846153846154,0.781456953642384,0,0,0.217391304347826,0.272727272727273,0.1,0.807692307692308,0,1,0.244444444444444,0.414795244385733,0
0,0,0,0,0,0,0.166666666666667,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,1,0.0377358490566038,0,0,0.269230769230769,0.266666666666667,0.230769230769231,0.729359823399558,0,0,0.347826086956522,0.303030303030303,0.35,0.756615384615385,0,0.918604651162791,0.8,0,1
0,0,0,0,0,1,0.166666666666667,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0.283018867924528,0,0,0.192307692307692,0.155555555555556,0.192307692307692,0.614569536423841,0,0,0.217391304347826,0.242424242424242,0.25,0.664102564102564,0,0.558139534883721,0.288888888888889,0.772787318361955,1
0,0,0,0,0,1,0.166666666666667,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,1,0.0377358490566038,0,0,0.230769230769231,0.177777777777778,0.230769230769231,0.688741721854305,0,0,0.260869565217391,0.333333333333333,0.25,0.7,0,0.918604651162791,0.8,0,1
0,0,0,0,0,1,0.166666666666667,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,1,1,1,0,0.0754716981132075,0,0,0.230769230769231,0.155555555555556,0.230769230769231,0.809839167455062,0,0,0.260869565217391,0.181818181818182,0.3,0.816666666666667,0,0.558139534883721,0.288888888888889,0.772787318361955,1
0,0,0,0,1,0,0.166666666666667,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,1,0.0754716981132075,0,0,0.230769230769231,0.2,0.192307692307692,0.635761589403974,0,0,0.260869565217391,0.242424242424242,0.25,0.603076923076923,0,0.372093023255814,0.488888888888889,0.766182298546896,0
0,0,0,0,0,1,0.166666666666667,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0.339622641509434,1,0,0.269230769230769,0.177777777777778,0,0,0.0833333333333333,0,0.260869565217391,0.272727272727273,0,0,0,0.151162790697675,0.488888888888889,1,0
0,0,0,0,0,0,0.166666666666667,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,1,1,0,0.0754716981132075,0,0,0.192307692307692,0.155555555555556,0.153846153846154,0.609271523178808,0,0,0.217391304347826,0.181818181818182,0.2,0.632692307692308,0,0.209302325581395,0,0.124174372523118,1
0,0,0,0,0,0,0.166666666666667,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,1,1,0,0.0377358490566038,0,0,0,0,0,0,0,0,0,0,0,0,0,0.209302325581395,0,0.124174372523118,1
0,0,0,0,1,0,0.166666666666667,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,1,1,0,0.132075471698113,0,0.6,0.653846153846154,0.422222222222222,0.5,0.616840113528855,0,0.631578947368421,0.739130434782609,0.757575757575758,0.6,0.605769230769231,0,0.406976744186047,0.311111111111111,0.803170409511229,0
0,0,0,0,1,0,0.666666666666667,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,1,0,0,0.0377358490566038,0,0,0.269230769230769,0.155555555555556,0.269230769230769,0.781835383159886,0,0,0.347826086956522,0.272727272727273,0.4,0.827435897435897,0,0.558139534883721,0.288888888888889,0.772787318361955,1
0,0,0,0,0,0,0.166666666666667,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,1,0,0,1,0,1,0.0754716981132075,0,0,0.230769230769231,0.177777777777778,0.230769230769231,0.703878902554399,0,0,0.260869565217391,0.333333333333333,0.3,0.7,0,0.406976744186047,0.311111111111111,0.803170409511229,1
0,0,1,0,0,0,0.333333333333333,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,1,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0.132075471698113,0,0,0.269230769230769,0.222222222222222,0.230769230769231,0.60485651214128,0,0,0.347826086956522,0.272727272727273,0.4,0.644134615384615,0,0.732558139534884,0.111111111111111,0.640686922060766,1
0,0,0,0,0,0,0.166666666666667,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,1,0,0,0.0754716981132075,0,0,0.192307692307692,0.177777777777778,0.153846153846154,0.609271523178808,0,0,0.217391304347826,0.151515151515152,0.25,0.689230769230769,0,0,0.755555555555556,0.578599735799207,1
0,0,0,0,0,1,0.166666666666667,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,1,0,0,1,0,1,0.0754716981132075,0,0,0.230769230769231,0.155555555555556,0.230769230769231,0.5600756859035,0,0,0.260869565217391,0.242424242424242,0.25,0.592307692307692,0,0.151162790697675,0.488888888888889,1,1
0,0,0,0,1,0,0.833333333333333,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,1,0,0,1,0,0,0.0377358490566038,0,0,0.307692307692308,0.177777777777778,0.307692307692308,0.759801324503311,0,0,0.347826086956522,0.242424242424242,0.4,0.772221153846154,0,0.209302325581395,0,0.124174372523118,1
0,0,0,0,0,0,0.166666666666667,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,1,0,0.0377358490566038,0,0,0.230769230769231,0,0,0,0,0,0.260869565217391,0,0,0,0,0.918604651162791,0.8,0,0
0,0,0,1,0,0,0.166666666666667,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,1,1,1,0,0.339622641509434,0,0.15,0.384615384615385,0.4,0.230769230769231,0.671081677704194,0,0.0526315789473684,0.391304347826087,0.333333333333333,0.15,0.646153846153846,0.166666666666667,1,0.244444444444444,0.414795244385733,0
0,0,0,0,0,0,0.333333333333333,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,1,0.0188679245283019,0,0,0.230769230769231,0.133333333333333,0.230769230769231,0.724061810154525,0,0,0.260869565217391,0.181818181818182,0.3,0.78974358974359,0,1,0.244444444444444,0.414795244385733,1
0,0,0,0,1,0,0.166666666666667,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,1,0,1,0.0566037735849057,0,0,0.230769230769231,0.222222222222222,0.192307692307692,0.628192999053926,0,0,0.260869565217391,0.242424242424242,0.3,0.628205128205128,0,0.593023255813953,1,0.311756935270806,1
0,0,0,1,0,0,0.166666666666667,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,1,0,0,0.0377358490566038,0,0,0.307692307692308,0.266666666666667,0.269230769230769,0.639545884578997,0,0,0.347826086956522,0.363636363636364,0.35,0.65,0,0.593023255813953,1,0.311756935270806,1
0,0,1,0,0,0,0.166666666666667,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,1,0,1,0,0.339622641509434,0,0,0.192307692307692,0.155555555555556,0.0769230769230769,0.609271523178808,0,0,0.217391304347826,0.242424242424242,0.1,0.565384615384615,0,0,0.755555555555556,0.578599735799207,0
0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,1,0,0,1,0,0,0.0188679245283019,0,0,0.230769230769231,0,0,0,0,0,0.260869565217391,0,0,0,0,0.558139534883721,0.288888888888889,0.772787318361955,0
1,0,0,0,0,0,0.166666666666667,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,1,0,0,1,1,0,0.528301886792453,0,0,0.230769230769231,0.155555555555556,0.230769230769231,0.724061810154525,0,0,0.260869565217391,0.181818181818182,0.3,0.735897435897436,0,0,0.755555555555556,0.578599735799207,1
0,0,0,0,0,1,0.166666666666667,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,1,1,0,1,0.0566037735849057,0,0.65,0.692307692307692,0.422222222222222,0.692307692307692,0.797490414778669,0,0.578947368421053,0.565217391304348,0.393939393939394,0.65,0.78284023668639,0,0.918604651162791,0.8,0,1
0,0,0,0,1,0,0.166666666666667,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0.0566037735849057,0,0,0.230769230769231,0.155555555555556,0.153846153846154,0.688741721854305,0,0,0.260869565217391,0.212121212121212,0.25,0.743076923076923,0,0.558139534883721,0.288888888888889,0.772787318361955,0
0,0,0,0,0,0,0.833333333333333,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0.0377358490566038,0,0,0.230769230769231,0.155555555555556,0.230769230769231,0.653421633554084,0,0,0.260869565217391,0.212121212121212,0.3,0.673076923076923,0,0.151162790697675,0.488888888888889,1,1
0,0,0,0,1,0,0.333333333333333,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,1,0,1,0.0566037735849057,0,0,0.230769230769231,0.133333333333333,0.230769230769231,0.741721854304636,0,0,0.260869565217391,0.212121212121212,0.3,0.746153846153846,0,0.918604651162791,0.8,0,0
0,0,0,0,1,0,0.333333333333333,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,1,0.0188679245283019,0,0,0.230769230769231,0.244444444444444,0.192307692307692,0.59035004730369,0,0,0.260869565217391,0.333333333333333,0.2,0.605769230769231,0,1,0.244444444444444,0.414795244385733,1
0,0,0,0,1,0,0.333333333333333,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,1,0,0,0.0377358490566038,0,0,0.269230769230769,0.155555555555556,0.269230769230769,0.748382213812677,0,0,0.347826086956522,0.242424242424242,0.4,0.773701923076923,0,0.406976744186047,0.311111111111111,0.803170409511229,1
0,0,0,0,0,1,0.666666666666667,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,1,0,1,0,0.0566037735849057,0,0,0,0,0,0,0,0,0,0,0,0,0,0.209302325581395,0,0.124174372523118,0
0,0,0,0,1,0,0.166666666666667,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,1,0.0754716981132075,0,0,0.230769230769231,0.133333333333333,0.230769230769231,0.768211920529801,0,0,0.260869565217391,0.242424242424242,0.3,0.78974358974359,0,0.151162790697675,0.488888888888889,1,1
0,0,0,0,0,0,0.333333333333333,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,1,0,1,0.0188679245283019,0,0,0.230769230769231,0.177777777777778,0.230769230769231,0.650898770104068,0,0,0.260869565217391,0.272727272727273,0.25,0.667692307692308,0,0.151162790697675,0.488888888888889,1,1
0,0,0,0,1,0,0.666666666666667,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,1,0.0377358490566038,0,0,0.269230769230769,0.177777777777778,0.230769230769231,0.719470198675497,0,0,0.347826086956522,0.242424242424242,0.4,0.696567307692308,0,0.918604651162791,0.8,0,1
0,0,0,1,0,0,0.166666666666667,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0.207547169811321,0,0.2,0.346153846153846,0.311111111111111,0.153846153846154,0.529801324503311,0,0.0526315789473684,0.260869565217391,0.181818181818182,0.05,0.538461538461538,0,0.593023255813953,1,0.311756935270806,0
1,0,1,0,0,0,0.166666666666667,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,1,0,0.509433962264151,0,0.05,0.192307692307692,0.288888888888889,0.153846153846154,0.741721854304636,0.25,0.0526315789473684,0.217391304347826,0.272727272727273,0.2,0.834615384615385,0.166666666666667,0.372093023255814,0.488888888888889,0.766182298546896,1
0,0,0,0,1,0,0.166666666666667,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,1,0,0.0754716981132075,0,0,0.230769230769231,0.177777777777778,0.230769230769231,0.781456953642384,0,0,0.260869565217391,0.272727272727273,0.25,0.771794871794872,0,0.406976744186047,0.311111111111111,0.803170409511229,1
