"Marital.status2","Marital.statusOthers","Application.mode12","Application.mode14","Application.mode8","Application.modeOthers","Application.order","Course2","Course3","Course4","Course5","Course6","Course7","Course8","Course9","Course10","Course11","Course12","Course13","Course14","Course15","Course16","Course17","Daytime.evening.attendance1","Previous.qualification12","Previous.qualification14","Previous.qualificationOthers","Nacionality14","Nacionality9","NacionalityOthers","Mother.s.qualification13","Mother.s.qualification22","Mother.s.qualification23","Mother.s.qualification3","Mother.s.qualificationOthers","Father.s.qualification14","Father.s.qualification24","Father.s.qualification27","Father.s.qualification28","Father.s.qualification3","Father.s.qualificationOthers","Mother.s.occupation3","Mother.s.occupation4","Mother.s.occupation5","Mother.s.occupation6","Mother.s.occupation8","Mother.s.occupationOthers","Father.s.occupation11","Father.s.occupation4","Father.s.occupation5","Father.s.occupation6","Father.s.occupation7","Father.s.occupation8","Father.s.occupation9","Father.s.occupationOthers","Displaced1","Educational.special.needs1","Debtor1","Tuition.fees.up.to.date1","Gender1","Scholarship.holder1","Age.at.enrollment","International1","Curricular.units.1st.sem..credited.","Curricular.units.1st.sem..enrolled.","Curricular.units.1st.sem..evaluations.","Curricular.units.1st.sem..approved.","Curricular.units.1st.sem..grade.","Curricular.units.1st.sem..without.evaluations.","Curricular.units.2nd.sem..credited.","Curricular.units.2nd.sem..enrolled.","Curricular.units.2nd.sem..evaluations.","Curricular.units.2nd.sem..approved.","Curricular.units.2nd.sem..grade.","Curricular.units.2nd.sem..without.evaluations.","Unemployment.rate","Inflation.rate","GDP"
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,1,0,0.216216216216216,0,0,0.352941176470588,0.333333333333333,0.4,0.774509803921569,0,0,0.352941176470588,0.285714285714286,0.416666666666667,0.715909090909091,0,0,0.755555555555556,0.578599735799207
0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,1,1,0,0,0.135135135135135,0,0,0.352941176470588,0.375,0.333333333333333,0.784313725490196,0,0,0.352941176470588,0.607142857142857,0.333333333333333,0.647727272727273,0,0.558139534883721,0.288888888888889,0.772787318361955
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0.0540540540540541,0,0,0.352941176470588,0.25,0.4,0.705882352941177,0,0,0.352941176470588,0.25,0.333333333333333,0.724431818181818,0,0.558139534883721,0.288888888888889,0.772787318361955
0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0.162162162162162,0,0,0.352941176470588,0.541666666666667,0.133333333333333,0.588235294117647,0,0,0.294117647058824,0.428571428571429,0.0833333333333333,0.568181818181818,0,0.209302325581395,0,0.124174372523118
0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,1,0,0,0.0540540540540541,0,0,0.352941176470588,0.291666666666667,0.4,0.789915966386555,0,0,0.352941176470588,0.214285714285714,0.333333333333333,0.795454545454545,0,0.558139534883721,0.288888888888889,0.772787318361955
0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0.297297297297297,0,0,0.294117647058824,0.333333333333333,0.266666666666667,0.676470588235294,0,0,0.294117647058824,0.25,0.333333333333333,0.681818181818182,0,0.372093023255814,0.488888888888889,0.766182298546896
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0.135135135135135,0,0,0.411764705882353,0.416666666666667,0.4,0.676470588235294,0,0,0.411764705882353,0.285714285714286,0.5,0.748106060606061,0,0.406976744186047,0.311111111111111,0.803170409511229
0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0.216216216216216,0,0,0.411764705882353,0.416666666666667,0.4,0.713235294117647,0,0,0.470588235294118,0.321428571428571,0.666666666666667,0.756392045454545,0,0.918604651162791,0.8,0
0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,1,1,0,1,0,0.642857142857143,0.764705882352941,0.583333333333333,0.866666666666667,0.782805429864253,0,0.583333333333333,0.647058823529412,0.428571428571429,0.916666666666667,0.728305785123967,0,0.593023255813953,1,0.311756935270806
0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0.378378378378378,1,0,0.294117647058824,0.541666666666667,0.266666666666667,0.617647058823529,0,0,0.294117647058824,0.357142857142857,0.333333333333333,0.596590909090909,0,0.918604651162791,0.8,0
0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0.0810810810810811,0,0.142857142857143,0.352941176470588,0.25,0.4,0.715686274509804,0,0,0.352941176470588,0.25,0.416666666666667,0.795454545454545,0,0.593023255813953,1,0.311756935270806
0,0,0,1,0,0,0.125,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,1,0,0,1,0,0,0.0540540540540541,0,0,0.294117647058824,0.208333333333333,0.266666666666667,0.808823529411765,0,0,0.352941176470588,0.321428571428571,0.416666666666667,0.715909090909091,0,0.593023255813953,1,0.311756935270806
0,0,0,0,0,0,0.25,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0.027027027027027,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.755555555555556,0.578599735799207
0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,1,1,0,0.027027027027027,0,0,0.294117647058824,0.416666666666667,0.266666666666667,0.764705882352941,0,0,0.294117647058824,0.357142857142857,0.25,0.700757575757576,0.375,0,0.755555555555556,0.578599735799207
0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,1,0,0.0540540540540541,0,0,0.294117647058824,0.333333333333333,0.333333333333333,0.705882352941177,0,0,0.294117647058824,0.428571428571429,0.166666666666667,0.596590909090909,0,0.732558139534884,0.111111111111111,0.640686922060766
0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,1,1,0,0.0540540540540541,0,0,0.352941176470588,0.25,0.333333333333333,0.670588235294118,0,0,0.352941176470588,0.285714285714286,0.0833333333333333,0.568181818181818,0,0.372093023255814,0.488888888888889,0.766182298546896
0,0,0,0,1,0,0.25,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,1,0,0,1,1,0,0.027027027027027,0,0,0.294117647058824,0.291666666666667,0.333333333333333,0.694117647058824,0,0,0.294117647058824,0.321428571428571,0.25,0.681818181818182,0,0.151162790697675,0.488888888888889,1
0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,1,0,0,0.0810810810810811,0,0,0.352941176470588,0.375,0.4,0.686274509803922,0,0,0.352941176470588,0.285714285714286,0.416666666666667,0.659090909090909,0,0,0.755555555555556,0.578599735799207
0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0.0810810810810811,0,0,0.352941176470588,0.25,0.4,0.735294117647059,0,0,0.352941176470588,0.285714285714286,0.5,0.653409090909091,0,0.372093023255814,0.488888888888889,0.766182298546896
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0.0540540540540541,0,0,0.352941176470588,0.25,0.4,0.715686274509804,0,0,0.352941176470588,0.214285714285714,0.5,0.710227272727273,0,1,0.244444444444444,0.414795244385733
0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0.864864864864865,0,0,0.352941176470588,0.375,0.333333333333333,0.725490196078431,0,0,0.352941176470588,0.428571428571429,0.333333333333333,0.653409090909091,0,0.732558139534884,0.111111111111111,0.640686922060766
0,0,0,0,1,0,0.125,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,1,0,0,1,0,1,0.027027027027027,0,0,0.411764705882353,0.416666666666667,0.333333333333333,0.702352941176471,0,0,0.411764705882353,0.285714285714286,0.5,0.727272727272727,0,0.406976744186047,0.311111111111111,0.803170409511229
0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0.0540540540540541,0,0,0.294117647058824,0.333333333333333,0.0666666666666667,0.647058823529412,0,0,0.294117647058824,0.214285714285714,0.416666666666667,0.636363636363636,0,0,0.755555555555556,0.578599735799207
1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,1,1,0,0.621621621621622,0,0,0.294117647058824,0.375,0.2,0.647058823529412,0,0,0.294117647058824,0.285714285714286,0.333333333333333,0.710227272727273,0.125,0,0.755555555555556,0.578599735799207
0,0,0,0,0,0,0.5,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,1,0,0,1,0,0,0.027027027027027,0,0,0.352941176470588,0.416666666666667,0.266666666666667,0.661764705882353,0,0,0.352941176470588,0.392857142857143,0.416666666666667,0.693181818181818,0,0.151162790697675,0.488888888888889,1
0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0.756756756756757,0,0.357142857142857,0.529411764705882,0.541666666666667,0.533333333333333,0.647058823529412,0,0.25,0.411764705882353,0.357142857142857,0.5,0.615530303030303,0,0.593023255813953,1,0.311756935270806
0,0,0,1,0,0,0.375,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,1,0,0.108108108108108,0,0,0.294117647058824,0.458333333333333,0.133333333333333,0.588235294117647,0,0,0.294117647058824,0.357142857142857,0.25,0.587121212121212,0,0.209302325581395,0,0.124174372523118
0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,1,1,0.0810810810810811,0,0,0.352941176470588,0.333333333333333,0.2,0.647058823529412,0,0,0.352941176470588,0.285714285714286,0.166666666666667,0.643939393939394,0,0.372093023255814,0.488888888888889,0.766182298546896
1,0,1,0,0,0,0.125,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0.486486486486487,0,0,0.294117647058824,0.333333333333333,0.333333333333333,0.670588235294118,0,0,0.294117647058824,0.25,0.25,0.700757575757576,0,0.209302325581395,0,0.124174372523118
0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,1,0.243243243243243,0,0.142857142857143,0.352941176470588,0.291666666666667,0.4,0.745098039215686,0,0.166666666666667,0.352941176470588,0.25,0.5,0.748106060606061,0.125,0.209302325581395,0,0.124174372523118
0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,1,1,0,0,0.0540540540540541,0,0,0,0,0,0,0,0,0,0,0,0,0,0.593023255813953,1,0.311756935270806
0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0.378378378378378,0,0.142857142857143,0.352941176470588,0.333333333333333,0.4,0.705882352941177,0,0.166666666666667,0.411764705882353,0.285714285714286,0.583333333333333,0.762987012987013,0,0.209302325581395,0,0.124174372523118
0,0,0,0,0,0,0.25,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,1,0,0,1,1,0,0.0540540540540541,0,0,0.294117647058824,0.25,0,0,0,0,0.294117647058824,0.214285714285714,0,0,0,0,0.755555555555556,0.578599735799207
0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,1,0,0,0.135135135135135,0,0.857142857142857,1,0.791666666666667,0.8,0.696078431372549,0,0.833333333333333,1,0.785714285714286,0.916666666666667,0.639204545454545,0,0.406976744186047,0.311111111111111,0.803170409511229
0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0.162162162162162,0,0,0.352941176470588,0.416666666666667,0.4,0.823529411764706,0,0,0.352941176470588,0.392857142857143,0.333333333333333,0.738636363636364,0,0.406976744186047,0.311111111111111,0.803170409511229
0,0,0,1,0,0,0.125,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0.027027027027027,0,0,0.294117647058824,0.416666666666667,0.0666666666666667,0.823529411764706,0,0,0.294117647058824,0.357142857142857,0.0833333333333333,0.795454545454545,0,0,0.755555555555556,0.578599735799207
0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,1,1,0.297297297297297,0,0,0.294117647058824,0.666666666666667,0.2,0.843137254901961,0,0,0.294117647058824,0.321428571428571,0.416666666666667,0.706168831168831,0,0.209302325581395,0,0.124174372523118
0,0,0,0,0,0,0.125,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0.027027027027027,0,0,0.294117647058824,0.333333333333333,0.133333333333333,0.588235294117647,0,0,0.294117647058824,0.321428571428571,0.25,0.643939393939394,0,0,0.755555555555556,0.578599735799207
0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,1,0,0,1,0,0,0.0540540540540541,0,0,0.352941176470588,0.25,0.4,0.872549019607843,0,0,0.352941176470588,0.285714285714286,0.5,0.75487012987013,0,0.151162790697675,0.488888888888889,1
0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0.0540540540540541,1,0,0.294117647058824,0.416666666666667,0.333333333333333,0.873949579831933,0.25,0,0.294117647058824,0.25,0.416666666666667,0.86038961038961,0,0.209302325581395,0,0.124174372523118
0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,1,0,0,0.27027027027027,0,0,0.352941176470588,0.458333333333333,0.4,0.713235294117647,0,0,0.352941176470588,0.571428571428571,0.416666666666667,0.681818181818182,0,0.558139534883721,0.288888888888889,0.772787318361955
0,0,0,0,1,0,0.25,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,1,0,0,1,1,1,0.0540540540540541,0,0,0,0,0,0,0,0,0,0,0,0,0,0.372093023255814,0.488888888888889,0.766182298546896
0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,1,0,1,0.0540540540540541,0,0,0.294117647058824,0.416666666666667,0.133333333333333,0.794117647058823,0,0,0.294117647058824,0.392857142857143,0.416666666666667,0.647727272727273,0.125,0.372093023255814,0.488888888888889,0.766182298546896
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,1,1,0,0.0810810810810811,0,0,0.352941176470588,0.291666666666667,0.4,0.715686274509804,0,0,0.352941176470588,0.321428571428571,0.25,0.681818181818182,0,0.558139534883721,0.288888888888889,0.772787318361955
1,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,1,0,0.108108108108108,0,0,0.294117647058824,0.458333333333333,0,0,0.25,0,0.294117647058824,0.392857142857143,0.25,0.662878787878788,0.125,0.209302325581395,0,0.124174372523118
1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,1,0.486486486486487,0,0,0.294117647058824,0.375,0.2,0.686274509803922,0,0,0.294117647058824,0.25,0.416666666666667,0.670454545454545,0,0.593023255813953,1,0.311756935270806
0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,1,0,0,0.243243243243243,0,0.214285714285714,0.294117647058824,0.208333333333333,0.266666666666667,0.764705882352941,0,0.0833333333333333,0.294117647058824,0.25,0.166666666666667,0.681818181818182,0,0.209302325581395,0,0.124174372523118
